Registro_Ensina,Turma_Ensina,Polo_Ensina,Raça_Ensina,Gênero_Ensina,Grau Acadêmico_Ensina,Função_Avaliador(a),Escola_Avaliador,Desenvolvimento Contínuo_Devolutiva,Desenvolvimento Contínuo_Diálogo,Desenvolvimento Contínuo_Compartilha,Desenvolvimento Contínuo_Referência,Visão Estratégica_Resultados,Visão Estratégica_Ajustar,Visão Estratégica_Coerência,Visão Estratégica_Conectar,Colaboração e Parceria_Abertura,Colaboração e Parceria_Engaja,Colaboração e Parceria_Ajuda,Colaboração e Parceria_Parceria,Adaptação e Inovação_Inovação,Adaptação e Inovação_Metodologia,Adaptação e Inovação_Revê,Adaptação e Inovação_Planejamento,Capacidade de Execução_Constância,Capacidade de Execução_Concreta,Capacidade de Execução_Padrões,Capacidade de Execução_Planos,Comunicação Empática_Expectativa,Comunicação Empática_Conflitos,Comunicação Empática_Sensibilidade,Comunicação Empática_Diálogo
240.156,2.024,Vitória,Parda,Mulher Cisgênero,Bacharelado,4_Consultor(a) pedagógico(a),EMEF Rita de Cássia Oliveira,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2
250.124,2.025,Vitória,Branca,Homem Cisgênero,Licenciatura,Diretor(a),EMEF Mauro Braga,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
250.124,2.025,Vitória,Branca,Homem Cisgênero,Licenciatura,11_Consultor(a) pedagógico(a),EMEF Mauro Braga,4,4,3,3,4,3,3,4,4,4,4,4,4,3,3,4,3,4,3,2,4,4,4,4
250.125,2.025,Águas Lindas de Goiás,Branca,Homem Cisgênero,Bacharelado,Diretor(a),Colégio Estadual Duque de Caxias,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4
250.125,2.025,Águas Lindas de Goiás,Branca,Homem Cisgênero,Bacharelado,9_Consultor(a) pedagógico(a),Colégio Estadual Duque de Caxias,4,3,2,2,3,3,3,4,4,4,4,2,2,3,3,4,3,3,3,3,3,4,3,3
240.157,2.024,Petrolina,Parda,Homem Cisgênero,Licenciatura,Coordenador(a) Pedagógico(a),Escola Municipal Paulo Freire,3,3,3,3,3,4,4,3,4,4,3,3,3,3,4,4,3,4,3,3,3,4,3,3
240.157,2.024,Petrolina,Parda,Homem Cisgênero,Licenciatura,5_Consultor(a) pedagógico(a),Outros,1,1,2,,1,1,3,2,1,1,2,,1,1,2,2,2,1,2,1,2,2,2,1
240.159,2.024,Vitória,Branca,Homem Cisgênero,Bacharelado,Diretor(a),EMEF Eliane Rodrigues dos Santos,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
240.159,2.024,Vitória,Branca,Homem Cisgênero,Bacharelado,11_Consultor(a) pedagógico(a),EMEF Eliane Rodrigues dos Santos,4,4,3,,4,4,4,4,4,4,2,,4,4,4,4,4,3,4,4,4,4,4,4
240.161,2.024,Caruaru,Parda,Homem Cisgênero,Licenciatura,Coordenador(a) Pedagógico(a),ETI Capitão João Velho,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4
240.161,2.024,Caruaru,Parda,Homem Cisgênero,Licenciatura,10_Consultor(a) pedagógico(a),ETI Capitão João Velho,4,,3,2,4,4,3,4,4,2,2,,4,4,4,3,4,4,2,4,4,3,3,2
250.129,2.025,Vitória,Branca,Mulher Cisgênero,Bacharelado e Licenciatura,Diretor(a),EMEF Neusa Nunes Gonçalves,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
250.129,2.025,Vitória,Branca,Mulher Cisgênero,Bacharelado e Licenciatura,11_Consultor(a) pedagógico(a),EMEF Neusa Nunes Gonçalves,3,4,4,,2,2,2,4,3,4,4,4,4,2,2,2,2,2,3,3,3,4,4,3
240.163,2.024,Caruaru,Branca,Mulher Cisgênero,Bacharelado,Coordenador(a) Pedagógico(a),ETI Irmã Ceciliana Gross,4,4,1,,3,3,3,4,4,3,2,,2,2,2,2,,3,,,3,2,4,4
240.163,2.024,Caruaru,Branca,Mulher Cisgênero,Bacharelado,10_Consultor(a) pedagógico(a),ETI Irmã Ceciliana Gross,4,3,2,1,3,3,3,4,4,3,2,2,3,3,3,3,4,3,2,3,3,3,4,3
240.169,2.024,Caruaru,Parda,Mulher Cisgênero,Bacharelado,Coordenador(a) Pedagógico(a),Escolas Reunidas Duque de Caxias,4,4,4,3,3,4,4,4,4,4,4,4,3,3,3,4,3,4,3,3,4,3,3,4
240.169,2.024,Caruaru,Parda,Mulher Cisgênero,Bacharelado,10_Consultor(a) pedagógico(a),Escolas Reunidas Duque de Caxias,4,3,2,3,3,4,4,4,4,4,2,3,4,4,4,3,4,4,4,4,3,3,4,3
240.165,2.024,Vitória,Parda,Mulher Cisgênero,Bacharelado e Licenciatura,Coordenador(a) Pedagógico(a),EMEF Rita de Cássia Oliveira,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
240.165,2.024,Vitória,Parda,Mulher Cisgênero,Bacharelado e Licenciatura,4_Consultor(a) pedagógico(a),EMEF Rita de Cássia Oliveira,4,,2,,,,,,3,3,3,3,,,3,,,3,,3,,,,
240.170,2.024,Vitória,Branca,Mulher Cisgênero,Licenciatura,Diretor(a),EMEF Edna de Mattos Siqueira Gaudio,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
240.170,2.024,Vitória,Branca,Mulher Cisgênero,Licenciatura,7_Consultor(a) pedagógico(a),EMEF Edna de Mattos Siqueira Gaudio,2,3,3,2,2,2,2,2,4,4,3,3,4,4,3,3,3,3,2,4,4,4,4,3
240.172,2.024,Caruaru,Branca,Homem Cisgênero,Bacharelado,Coordenador(a) Pedagógico(a),Escolas Reunidas Duque de Caxias,2,2,2,2,1,2,1,1,2,3,3,3,1,2,1,2,2,1,1,2,2,1,2,2
240.172,2.024,Caruaru,Branca,Homem Cisgênero,Bacharelado,10_Consultor(a) pedagógico(a),Escolas Reunidas Duque de Caxias,4,3,2,2,,2,1,3,4,3,3,2,2,2,2,3,2,1,2,1,1,2,3,3
250.136,2.025,Cuiabá,Preta,Mulher Cisgênero,Bacharelado,Assistente Social,EE Dr. Mário de Castro,4,4,4,4,4,3,4,4,4,4,3,2,4,4,4,4,4,4,3,4,4,4,4,4
250.136,2.025,Cuiabá,Preta,Mulher Cisgênero,Bacharelado,8_Consultor(a) pedagógico(a),EE Dr. Mário de Castro,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2
240.176,2.024,Cuiabá,Prefiro não informar,Homem Cisgênero,Licenciatura,Coordenador(a) Pedagógico(a),EE Mariana Luiza Moreira,3,4,4,4,4,3,3,4,4,4,4,3,4,4,4,3,4,3,4,,4,4,4,4
240.176,2.024,Cuiabá,Prefiro não informar,Homem Cisgênero,Licenciatura,3_Consultor(a) pedagógico(a),EE Mariana Luiza Moreira,4,3,3,2,3,4,4,4,3,1,4,3,3,3,3,4,4,3,3,2,4,4,4,4
250.138,2.025,Vitória,Parda,Homem Cisgênero,Bacharelado,Coordenador(a) Pedagógico(a),EMEF Ti Moacyr Avidos,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4
250.138,2.025,Vitória,Parda,Homem Cisgênero,Bacharelado,1_Consultor(a) pedagógico(a),EMEF Ti Moacyr Avidos,4,3,4,,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4
250.140,2.025,Vitória,Preta,Homem Cisgênero,Licenciatura,Diretor(a),EMEF Izaura Marques da Silva,4,4,2,2,2,4,4,4,4,3,4,1,2,4,2,4,4,4,3,3,4,4,4,4
250.140,2.025,Vitória,Preta,Homem Cisgênero,Licenciatura,6_Consultor(a) pedagógico(a),EMEF Izaura Marques da Silva,4,,3,4,3,4,3,3,3,4,3,3,,4,4,,,3,,,4,4,4,
240.179,2.024,Petrolina,Branca,Homem Cisgênero,Licenciatura,Diretor(a),Escola Municipal Professora Eliete Araújo de Souza,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
240.179,2.024,Petrolina,Branca,Homem Cisgênero,Licenciatura,2_Consultor(a) pedagógico(a),Escola Municipal Professora Eliete Araújo de Souza,2,2,2,2,3,2,3,3,2,3,2,2,3,2,3,2,3,2,3,3,3,4,3,4
240.180,2.024,Águas Lindas de Goiás,Preta,Homem Cisgênero,Bacharelado,Coordenador(a) Pedagógico(a),Colégio Estadual Ayrton Senna da Silva,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
240.180,2.024,Águas Lindas de Goiás,Preta,Homem Cisgênero,Bacharelado,9_Consultor(a) pedagógico(a),Colégio Estadual Ayrton Senna da Silva,3,3,2,2,3,3,3,3,3,3,4,2,2,3,3,4,2,2,2,3,2,3,3,2
250.142,2.025,Cuiabá,Preta,Homem Cisgênero,Licenciatura,Coordenador(a) Pedagógico(a),EE Malik Didier Namer Zahafi,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
250.142,2.025,Cuiabá,Preta,Homem Cisgênero,Licenciatura,8_Consultor(a) pedagógico(a),EE Malik Didier Namer Zahafi,2,4,4,4,2,2,2,4,2,2,2,4,4,1,2,1,1,1,1,1,1,2,2,4
250.143,2.025,Cuiabá,Branca,Mulher Cisgênero,Bacharelado,Coordenador(a) Pedagógico(a),Outros,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
250.143,2.025,Cuiabá,Branca,Mulher Cisgênero,Bacharelado,3_Consultor(a) pedagógico(a),Outros,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4
250.145,2.025,Petrolina,Parda,Homem Cisgênero,Bacharelado,Coordenador(a) Pedagógico(a),Escola Municipal José Esmerindo Ribeiro,3,3,3,3,3,3,3,3,3,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3
250.145,2.025,Petrolina,Parda,Homem Cisgênero,Bacharelado,5_Consultor(a) pedagógico(a),Outros,3,,2,,2,3,3,3,3,3,1,,2,3,3,2,3,2,2,,2,1,2,3
250.146,2.025,Águas Lindas de Goiás,Parda,Mulher Cisgênero,Bacharelado,Diretor(a),Colégio Estadual Ayrton Senna da Silva,4,4,2,2,4,4,4,2,4,4,4,4,4,4,4,4,3,4,4,4,4,2,2,4
250.146,2.025,Águas Lindas de Goiás,Parda,Mulher Cisgênero,Bacharelado,13_Consultor(a) pedagógico(a),Colégio Estadual Ayrton Senna da Silva,2,1,1,,2,2,3,3,,1,1,1,3,2,2,3,2,1,1,1,2,1,2,2
240.182,2.024,Cuiabá,Preta,Mulher Cisgênero,Licenciatura,Assistente Social,EE Dr. Mário de Castro,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
240.182,2.024,Cuiabá,Preta,Mulher Cisgênero,Licenciatura,8_Consultor(a) pedagógico(a),EE Dr. Mário de Castro,2,4,1,1,2,2,2,4,1,1,1,1,4,2,2,3,2,3,2,2,4,4,4,4
240.183,2.024,Caruaru,Branca,Homem Cisgênero,Bacharelado,Coordenador(a) Pedagógico(a),Escola Municipal Prefeito João Lyra Filho,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
240.183,2.024,Caruaru,Branca,Homem Cisgênero,Bacharelado,10_Consultor(a) pedagógico(a),ETI Irmã Ceciliana Gross,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4
240.186,2.024,Luziânia,Branca,Homem Cisgênero,Bacharelado,Coordenador(a) Pedagógico(a),Colégio Estadual Hélio Roriz,4,4,3,4,3,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,4,3,3,4
240.186,2.024,Luziânia,Branca,Homem Cisgênero,Bacharelado,9_Consultor(a) pedagógico(a),Colégio Estadual Hélio Roriz,4,3,2,3,3,3,3,4,3,4,3,2,2,3,3,4,3,3,3,3,2,3,3,3
250.149,2.025,Vitória,Branca,Homem Cisgênero,Bacharelado,Diretor(a),EMEF Paulo Roberto Vieira Gomes,4,4,4,4,4,4,4,4,4,4,4,,4,4,3,4,4,4,4,4,4,4,4,4
250.149,2.025,Vitória,Branca,Homem Cisgênero,Bacharelado,7_Consultor(a) pedagógico(a),EMEF Paulo Roberto Vieira Gomes,2,2,2,3,2,2,3,4,1,3,3,2,4,4,3,2,3,3,3,3,3,3,3,3
250.150,2.025,Vitória,Preta,Mulher Cisgênero,Licenciatura,Coordenador(a) Pedagógico(a),EMEF Prezideu Amorim,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4
250.150,2.025,Vitória,Preta,Mulher Cisgênero,Licenciatura,6_Consultor(a) pedagógico(a),EMEF Prezideu Amorim,4,4,4,2,3,4,2,4,4,4,4,4,4,4,3,4,3,2,3,3,2,4,3,4
240.188,2.024,Vitória,Parda,Mulher Cisgênero,Bacharelado,Coordenador(a) Pedagógico(a),EMEF Ti Anacleta Schneider Lucas,4,4,3,,4,3,4,3,4,4,4,4,4,2,3,4,4,3,4,4,3,4,4,4
240.188,2.024,Vitória,Parda,Mulher Cisgênero,Bacharelado,1_Consultor(a) pedagógico(a),EMEF Ti Anacleta Schneider Lucas,4,3,3,2,3,4,3,4,4,4,3,4,4,4,4,4,4,3,3,4,3,4,3,4
250.152,2.025,Petrolina,Branca,Mulher Cisgênero,Bacharelado,Coordenador(a) Pedagógico(a),Escola Municipal José Esmerindo Ribeiro,4,4,3,4,4,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,4
250.152,2.025,Petrolina,Branca,Mulher Cisgênero,Bacharelado,5_Consultor(a) pedagógico(a),Outros,3,,2,4,3,3,3,3,3,2,3,,1,3,3,2,3,3,3,3,3,,3,2
240.192,2.024,Campo Grande,Branca,Homem Cisgênero,Bacharelado e Licenciatura,Diretor(a),Escola Estadual Prof. Maria de Lurdes Widal Roma,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
240.192,2.024,Campo Grande,Branca,Homem Cisgênero,Bacharelado e Licenciatura,12_Consultor(a) pedagógico(a),Escola Estadual Prof. Maria de Lurdes Widal Roma,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
240.193,2.024,Cuiabá,Branca,Mulher Cisgênero,Bacharelado,Coordenador(a) Pedagógico(a),EE João Brienne de Camargo,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
240.193,2.024,Cuiabá,Branca,Mulher Cisgênero,Bacharelado,3_Consultor(a) pedagógico(a),EE João Brienne de Camargo,3,3,2,3,2,3,2,2,4,3,4,2,3,3,3,3,3,3,2,3,4,4,3,3
250.155,2.025,Vitória,Preta,Mulher Cisgênero,Licenciatura,Diretor(a),EMEF João Bandeira (Prof.),2,3,3,2,2,2,2,3,2,3,2,4,3,2,2,3,2,2,3,3,3,3,3,3
250.155,2.025,Vitória,Preta,Mulher Cisgênero,Licenciatura,7_Consultor(a) pedagógico(a),EMEF João Bandeira (Prof.),3,3,3,1,3,2,2,4,1,1,2,2,3,2,2,3,3,2,3,3,3,2,3,3
250.154,2.025,Vitória,Parda,Mulher Cisgênero,Bacharelado,Diretor(a),EMEF Prof. Maria Stella de Novaes,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
250.154,2.025,Vitória,Parda,Mulher Cisgênero,Bacharelado,1_Consultor(a) pedagógico(a),EMEF Prof. Maria Stella de Novaes,3,3,2,2,3,3,4,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3
250.156,2.025,Petrolina,Preta,Mulher Cisgênero,Bacharelado,Coordenador(a) Pedagógico(a),Escola Municipal Paulo Freire,4,3,3,3,3,3,3,3,4,4,4,4,3,4,3,4,4,3,3,3,3,3,3,3
250.156,2.025,Petrolina,Preta,Mulher Cisgênero,Bacharelado,5_Consultor(a) pedagógico(a),Outros,4,,,3,2,2,2,2,4,4,4,1,2,3,3,2,2,4,2,2,2,3,2,2
250.157,2.025,Águas Lindas de Goiás,Preta,Mulher Cisgênero,Bacharelado,Diretor(a),Colégio Estadual Princesa Daiana,4,4,,,4,4,4,4,4,4,,4,3,4,4,4,4,4,4,4,4,4,4,4
250.157,2.025,Águas Lindas de Goiás,Preta,Mulher Cisgênero,Bacharelado,13_Consultor(a) pedagógico(a),Colégio Estadual Princesa Daiana,3,3,3,1,2,3,3,3,,3,3,,1,2,2,4,4,2,3,3,3,2,3,3
240.197,2.024,Cuiabá,Branca,Mulher Cisgênero,Bacharelado e Licenciatura,Coordenador(a) Pedagógico(a),EE Pe. Ernesto Camilo Barreto,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
240.197,2.024,Cuiabá,Branca,Mulher Cisgênero,Bacharelado e Licenciatura,3_Consultor(a) pedagógico(a),EE Pe. Ernesto Camilo Barreto,3,3,3,3,4,2,2,4,3,4,4,4,3,3,3,3,4,4,2,2,4,4,4,3
240.198,2.024,Vitória,Branca,Mulher Cisgênero,Bacharelado,Coordenador(a) Pedagógico(a),EMEF Maria José Costa Moraes,4,3,4,3,4,4,3,4,4,3,4,3,4,3,4,3,4,3,3,3,4,4,4,3
240.198,2.024,Vitória,Branca,Mulher Cisgênero,Bacharelado,1_Consultor(a) pedagógico(a),EMEF Maria José Costa Moraes,4,3,2,2,3,4,4,3,3,4,4,4,3,3,4,4,4,3,4,3,4,4,4,4
240.200,2.024,Vitória,Parda,Mulher Cisgênero,Licenciatura,Diretor(a),EMEF Paulo Roberto Vieira Gomes,4,3,4,,,4,4,4,4,4,4,,4,4,4,4,4,4,4,4,4,3,3,3
240.200,2.024,Vitória,Parda,Mulher Cisgênero,Licenciatura,7_Consultor(a) pedagógico(a),EMEF Paulo Roberto Vieira Gomes,2,2,2,1,2,3,3,4,2,1,2,2,3,3,2,3,3,3,4,3,2,2,3,2
250.158,2.025,Petrolina,Branca,Mulher Cisgênero,Bacharelado,Diretor(a),Escola Municipal Nossa Senhora Rainha dos Anjos - CAIC,4,4,3,2,3,3,3,4,4,4,4,4,3,3,3,4,4,3,3,3,4,3,4,4
250.158,2.025,Petrolina,Branca,Mulher Cisgênero,Bacharelado,2_Consultor(a) pedagógico(a),Escola Municipal Nossa Senhora Rainha dos Anjos - CAIC,2,2,1,1,1,1,1,2,2,3,2,2,3,2,2,2,2,1,2,2,3,2,2,2
240.202,2.024,Vitória,Preta,Mulher Cisgênero,Bacharelado e Licenciatura,Diretor(a),EMEF Tancredo de Almeida Neves,4,4,4,4,4,4,4,4,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4
240.202,2.024,Vitória,Preta,Mulher Cisgênero,Bacharelado e Licenciatura,6_Consultor(a) pedagógico(a),EMEF Tancredo de Almeida Neves,4,4,3,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
240.204,2.024,Águas Lindas de Goiás,Preta,Mulher Cisgênero,Licenciatura,Diretor(a),Colégio Estadual Mansões Odisseia,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4
240.204,2.024,Águas Lindas de Goiás,Preta,Mulher Cisgênero,Licenciatura,13_Consultor(a) pedagógico(a),Colégio Estadual Mansões Odisseia,2,2,,,3,4,4,4,,4,3,,4,3,4,4,3,4,4,4,2,3,4,3
250.159,2.025,Caruaru,Branca,Homem Cisgênero,Bacharelado,Coordenador(a) Pedagógico(a),ETI Capitão João Velho,3,3,3,,1,3,3,3,4,3,3,,3,4,3,4,3,2,3,3,2,1,3,2
250.159,2.025,Caruaru,Branca,Homem Cisgênero,Bacharelado,13_Consultor(a) pedagógico(a),Outros,4,4,4,,,3,4,4,,,3,3,4,3,3,4,3,4,4,3,4,,4,
240.205,2.024,Águas Lindas de Goiás,Parda,Homem Cisgênero,Bacharelado,Diretor(a),Colégio Estadual Maria do Carmo Lima,4,3,2,,4,3,3,3,4,3,3,4,3,4,3,4,3,3,4,,,4,,
240.205,2.024,Águas Lindas de Goiás,Parda,Homem Cisgênero,Bacharelado,13_Consultor(a) pedagógico(a),Colégio Estadual Maria do Carmo Lima,4,2,3,4,4,3,4,4,4,4,4,4,4,4,4,4,2,4,3,3,2,2,4,4
240.207,2.024,Luziânia,Parda,Homem Cisgênero,Licenciatura,Coordenador(a) Pedagógico(a),Colégio Estadual Hélio Roriz,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,4,4,3,4,4
240.207,2.024,Luziânia,Parda,Homem Cisgênero,Licenciatura,9_Consultor(a) pedagógico(a),Colégio Estadual Hélio Roriz,4,3,4,4,3,3,3,4,4,4,4,3,2,4,3,4,3,3,3,3,4,4,4,3
250.163,2.025,Vitória,Parda,Mulher Cisgênero,Bacharelado e Licenciatura,Coordenador(a) Pedagógico(a),EMEF Ti Anacleta Schneider Lucas,4,4,2,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
250.163,2.025,Vitória,Parda,Mulher Cisgênero,Bacharelado e Licenciatura,1_Consultor(a) pedagógico(a),EMEF Ti Anacleta Schneider Lucas,4,4,3,3,4,4,4,2,,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4
240.208,2.024,Vitória,Preta,Mulher Cisgênero,Licenciatura,Diretor(a),EMEF Paulo Reglus Neves Freire,4,4,4,3,4,4,4,4,4,3,3,4,4,3,4,4,4,3,4,4,4,4,4,4
240.208,2.024,Vitória,Preta,Mulher Cisgênero,Licenciatura,11_Consultor(a) pedagógico(a),EMEF Paulo Reglus Neves Freire,4,4,2,,3,3,3,4,4,4,3,4,4,4,3,4,3,4,4,4,3,4,4,4
250.164,2.025,Luziânia,Preta,Mulher Cisgênero,Bacharelado,Diretor(a),Colégio Estadual Alceu de Araújo Roriz,4,4,3,2,3,3,3,3,4,3,3,3,4,4,4,3,3,4,4,3,4,4,4,4
250.164,2.025,Luziânia,Preta,Mulher Cisgênero,Bacharelado,9_Consultor(a) pedagógico(a),Colégio Estadual Alceu de Araújo Roriz,4,3,2,3,3,4,3,4,4,4,4,4,2,3,3,4,3,4,3,3,3,4,4,3
250.165,2.025,Petrolina,Branca,Mulher Cisgênero,Bacharelado,Coordenador(a) Pedagógico(a),Escola Municipal Paulo Freire,3,4,4,3,4,4,3,4,4,3,3,4,4,3,4,4,4,3,3,3,4,3,4,4
250.165,2.025,Petrolina,Branca,Mulher Cisgênero,Bacharelado,5_Consultor(a) pedagógico(a),Outros,3,,,2,2,2,2,1,4,4,4,,1,3,3,3,3,3,2,1,2,4,2,2
240.209,2.024,Cuiabá,Parda,Homem Cisgênero,Licenciatura,Assistente Social,EE Dr. Mário de Castro,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
240.209,2.024,Cuiabá,Parda,Homem Cisgênero,Licenciatura,8_Consultor(a) pedagógico(a),EE Dr. Mário de Castro,4,2,1,1,3,3,3,3,2,2,2,,3,3,4,3,3,4,3,3,3,4,3,3
250.166,2.025,Caruaru,Branca,Homem Cisgênero,Bacharelado,Diretor(a),Escola Municipal Prefeito João Lyra Filho,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,1,1,2,1,1,1,1
250.166,2.025,Caruaru,Branca,Homem Cisgênero,Bacharelado,10_Consultor(a) pedagógico(a),Escola Municipal Prefeito João Lyra Filho,3,1,,1,,1,3,2,3,2,2,1,2,2,,2,1,2,2,3,1,1,2,1
240.211,2.024,Vitória,Prefiro não informar,Homem Cisgênero,Licenciatura,Coordenador(a) Pedagógico(a),EMEF Prezideu Amorim,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
240.211,2.024,Vitória,Prefiro não informar,Homem Cisgênero,Licenciatura,6_Consultor(a) pedagógico(a),EMEF Prezideu Amorim,4,4,4,4,2,3,4,3,4,3,3,3,2,2,4,3,3,2,3,3,4,4,4,4
250.167,2.025,Águas Lindas de Goiás,Branca,Homem Cisgênero,Bacharelado,Diretor(a),Colégio Estadual Paulo Freire,4,4,,,4,3,4,3,4,4,4,3,4,4,,4,4,3,3,3,3,,3,4
250.167,2.025,Águas Lindas de Goiás,Branca,Homem Cisgênero,Bacharelado,13_Consultor(a) pedagógico(a),Colégio Estadual Paulo Freire,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,2,2,4,3
240.216,2.024,Vitória,Preta,Mulher Cisgênero,Bacharelado,Diretor(a),EMEF Tancredo de Almeida Neves,4,4,4,4,4,4,4,4,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4
240.216,2.024,Vitória,Preta,Mulher Cisgênero,Bacharelado,6_Consultor(a) pedagógico(a),EMEF Tancredo de Almeida Neves,3,3,2,3,3,2,2,4,2,3,3,4,3,2,3,3,4,2,2,3,2,3,4,2
250.171,2.025,Vitória,Branca,Homem Cisgênero,Bacharelado,Diretor(a),EMEF Heloísa Abreu Júdice de Mattos,3,3,2,1,2,2,3,3,3,4,2,4,3,3,3,3,3,4,3,3,3,3,3,3
250.171,2.025,Vitória,Branca,Homem Cisgênero,Bacharelado,11_Consultor(a) pedagógico(a),EMEF Heloísa Abreu Júdice de Mattos,2,2,3,,2,2,2,3,2,3,,3,2,2,2,3,2,2,2,2,1,1,3,
240.002,2.024,Caruaru,Branca,Mulher Cisgênero,Licenciatura,Coordenador(a) Pedagógico(a),ETI Irmã Ceciliana Gross,4,3,,,2,3,2,2,4,3,3,,2,2,2,2,2,2,2,,3,2,2,2
240.002,2.024,Caruaru,Branca,Mulher Cisgênero,Licenciatura,10_Consultor(a) pedagógico(a),ETI Irmã Ceciliana Gross,4,2,2,2,2,2,2,2,4,4,4,2,4,4,3,2,3,2,3,3,1,3,3,2
